COUNTRY,COMP,YEAR,HEXP,HC3,DALE,SMALL,GINI,TROPICS,POPDEN,PUBTHE,GDPC,LCOMP,LDALE,LHEXP,LHC,LPOPDEN,WBNUMBER,STRATUM,GROUPTI,LGDPC,LHEXP2,LHC2,LHEXPHC,T93,T94,T95,T96,T97,TIME,GEFF,VOICE,COUNTRY,OECD,LGDPC2             
Brazil          ,68.99561,1997,426.7469,4.151955,59.23505,0,0.5727,1,1922.859,48.7,6565.337,4.234043,4.081513,6.056191,1.423579,7.5615684,34,34,5,8.7895591,18.3387247,1.0132886,8.6214663,0,0,0,0,1,5,-0.22,0.552,26,0,77.2563495
Barbados        ,84.17976,1993,627.3605,8.143497,64.58362,0,0.474325,1,602.1141,62.5,11180.89,4.432955,4.167961,6.441521,2.09722,6.400447,35,35,5,9.3219613,20.7465964,2.1991659,13.5092867,1,0,0,0,0,1,0.411,1.49,27,0,86.8989634
Barbados        ,84.3505,1994,644.9811,8.210606,64.74242,0,0.474325,1,602.1141,62.5,11180.89,4.434981,4.170416,6.469221,2.105427,6.400447,35,35,5,9.3219613,20.9254102,2.2164114,13.6204726,0,1,0,0,0,2,0.411,1.49,27,0,86.8989634
Barbados        ,84.52137,1995,639.6518,8.276505,64.90105,0,0.474325,1,602.1141,62.5,11180.89,4.437005,4.172864,6.460924,2.113421,6.400447,35,35,5,9.3219613,20.8717695,2.2332742,13.6546525,0,0,1,0,0,3,0.411,1.49,27,0,86.8989634
Barbados        ,84.69235,1996,710.4857,8.341187,65.05951,0,0.474325,1,602.1141,62.5,11180.89,4.439025,4.175303,6.565949,2.121206,6.400447,35,35,5,9.3219613,21.5558431,2.2497574,13.9277304,0,0,0,1,0,4,0.411,1.49,27,0,86.8989634
Barbados        ,84.86346,1997,816.2047,8.404647,65.21783,0,0.474325,1,602.1141,62.5,11180.89,4.441043,4.177733,6.704665,2.128785,6.400447,35,35,5,9.3219613,22.4762664,2.2658628,14.2727903,0,0,0,0,1,5,0.411,1.49,27,0,86.8989634
Brunei Darussala,85.13383,1997,850.8682,8.046589,64.88811,0,0.29035,1,53.35806,40.6,15756.82,4.444224,4.172664,6.746257,2.085248,3.977025,36,36,1,9.6650286,22.7559918,2.1741296,14.0676189,0,0,0,0,1,5,0.009,-0.919,28,0,93.4127772
Bhutan          ,63.08881,1997,82.05061,2.097851,51.79016,0,0.343567,0,17.47247,46.2,1172.151,4.144544,3.9472,4.407336,0.7409133,2.8606265,37,37,1,7.0665958,9.7123053,0.2744763,3.2654539,0,0,0,0,1,5,-0.5728739,-1.254,29,0,49.9367762
Botswana        ,60.57606,1993,182.5179,4.005845,36.70214,0,0.441193,1,2.643033,61,5157.362,4.1039,3.602835,5.206848,1.387754,0.9719271,38,38,5,8.5481805,13.555633,0.9629306,7.2258241,1,0,0,0,0,1,0.221,0.779,30,0,73.0713896
Botswana        ,59.78436,1994,198.192,4.091573,35.59467,0,0.441193,1,2.643033,61,5157.362,4.090744,3.572196,5.289236,1.40893,0.9719271,38,38,5,8.5481805,13.9880087,0.9925419,7.4521633,0,1,0,0,0,2,0.221,0.779,30,0,73.0713896
Botswana        ,58.99654,1995,208.0489,4.179268,34.48797,0,0.441193,1,2.643033,61,5157.362,4.077479,3.540611,5.337773,1.430136,0.9719271,38,38,5,8.5481805,14.2459103,1.0226445,7.6337413,0,0,1,0,0,3,0.221,0.779,30,0,73.0713896
Botswana        ,58.21217,1996,207.3987,4.26638,33.38196,0,0.441193,1,2.643033,61,5157.362,4.064095,3.508016,5.334643,1.450766,0.9719271,38,38,5,8.5481805,14.229208,1.052361,7.7393187,0,0,0,1,0,4,0.221,0.779,30,0,73.0713896
Botswana        ,57.43086,1997,216.6092,4.35412,32.27656,0,0.441193,1,2.643033,61,5157.362,4.050582,3.474341,5.378095,1.471123,0.9719271,38,38,5,8.5481805,14.4619529,1.0821014,7.9118393,0,0,0,0,1,5,0.221,0.779,30,0,73.0713896
Central African ,47.82005,1993,22.08362,2.039932,37.59466,0,0.5894,1,5.49989,68.9,1154.47,3.867445,3.626862,3.094836,0.7129164,1.7047281,39,39,5,7.0513966,4.7890049,0.2541249,2.2063593,1,0,0,0,0,1,-0.747,-0.046,31,0,49.7221946
Central African ,47.34861,1994,28.31514,2.111995,37.20676,0,0.5894,1,5.49989,68.9,1154.47,3.857538,3.616491,3.343397,0.747633,1.7047281,39,39,5,7.0513966,5.5891517,0.2794776,2.4996339,0,1,0,0,0,2,-0.747,-0.046,31,0,49.7221946
Central African ,46.87665,1995,32.11527,2.186961,36.81892,0,0.5894,1,5.49989,68.9,1154.47,3.84752,3.606012,3.469332,0.782513,1.7047281,39,39,5,7.0513966,6.0181323,0.3061633,2.7147974,0,0,1,0,0,3,-0.747,-0.046,31,0,49.7221946
Central African ,46.4042,1996,31.34562,2.243994,36.43113,0,0.5894,1,5.49989,68.9,1154.47,3.83739,3.595424,3.445075,0.8082573,1.7047281,39,39,5,7.0513966,5.9342709,0.3266399,2.784507,0,0,0,1,0,4,-0.747,-0.046,31,0,49.7221946
Central African ,45.93125,1997,33.47964,2.302065,36.04339,0,0.5894,1,5.49989,68.9,1154.47,3.827146,3.584723,3.510937,0.8338064,1.7047281,39,39,5,7.0513966,6.1633393,0.3476166,2.9274417,0,0,0,0,1,5,-0.747,-0.046,31,0,49.7221946
Canada          ,90.73959,1993,1937.074,10.39449,71.409,0,0.306,0,312.7715,72,21487.91,4.507994,4.268424,7.568934,2.341276,5.7454729,40,40,5,9.9752457,28.6443809,2.7407867,17.7209635,1,0,0,0,0,1,1.717,1.362,32,1,99.5055274
Canada          ,90.98151,1994,1825.78,10.40526,71.63064,0,0.306,0,312.7715,72,21487.91,4.510656,4.271523,7.509762,2.342311,5.7454729,40,40,5,9.9752457,28.1982626,2.7432104,17.5901981,0,1,0,0,0,2,1.717,1.362,32,1,99.5055274
Canada          ,91.22368,1995,1863.029,10.41568,71.85231,0,0.306,0,312.7715,72,21487.91,4.513315,4.274613,7.529959,2.343313,5.7454729,40,40,5,9.9752457,28.3501413,2.7455579,17.6450508,0,0,1,0,0,3,1.717,1.362,32,1,99.5055274
Canada          ,91.46609,1996,1842.847,10.42577,72.07402,0,0.306,0,312.7715,72,21487.91,4.515968,4.277694,7.519067,2.344281,5.7454729,40,40,5,9.9752457,28.2681843,2.7478267,17.6268059,0,0,0,1,0,4,1.717,1.362,32,1,99.5055274
Canada          ,91.70873,1997,1847.96,10.43553,72.29578,0,0.306,0,312.7715,72,21487.91,4.518618,4.280766,7.521838,2.345216,5.7454729,40,40,5,9.9752457,28.2890234,2.750019,17.6403348,0,0,0,0,1,5,1.717,1.362,32,1,99.5055274
Newfoundland    ,86.68077,1996,1654.893,8.821805,71.01331,4,0.306,0,312.7715,72,21487.91,4.462232,4.262867,7.411491,2.177227,5.7454729,41,41,1,9.9752457,27.4650994,2.3701587,16.1364983,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
British Columbia,88.04925,1996,1991.419,11.06736,72.46445,4,0.306,0,312.7715,72,21487.91,4.477896,4.283096,7.596603,2.404,5.7454729,42,42,1,9.9752457,28.8541886,2.889608,18.2622336,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Yukon           ,85.89878,1996,2384.885,11.54854,70.18409,4,0.306,0,312.7715,72,21487.91,4.45317,4.251122,7.776906,2.446559,5.7454729,43,43,1,9.9752457,30.2401335,2.9928255,19.0266594,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Northwest Territ,82.77083,1996,4061.678,9.302995,66.86722,4,0.306,0,312.7715,72,21487.91,4.416076,4.202709,8.309352,2.230336,5.7454729,44,44,1,9.9752457,34.5226653,2.4871993,18.5326469,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Prince Edward Is,86.38752,1996,1800.891,9.302995,70.70235,4,0.306,0,312.7715,72,21487.91,4.458843,4.258479,7.496037,2.230336,5.7454729,45,45,1,9.9752457,28.0952854,2.4871993,16.7186812,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Nova Scotia     ,86.87627,1996,1660.003,9.784184,71.22062,4,0.306,0,312.7715,72,21487.91,4.464485,4.265782,7.414575,2.280767,5.7454729,46,46,1,9.9752457,27.4879612,2.6009491,16.910918,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
New Brunswick   ,87.26727,1996,1730.812,9.623788,71.63523,4,0.306,0,312.7715,72,21487.91,4.468976,4.271587,7.456346,2.264238,5.7454729,47,47,1,9.9752457,27.7985478,2.5633869,16.882942,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Quebec          ,87.26727,1996,1685.552,10.26537,71.63523,4,0.306,0,312.7715,72,21487.91,4.468976,4.271587,7.429849,2.328776,5.7454729,48,48,1,9.9752457,27.6013281,2.7115988,17.302454,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Ontario         ,87.75601,1996,1915.5,10.74656,72.1535,4,0.306,0,312.7715,72,21487.91,4.47456,4.278796,7.557734,2.374586,5.7454729,49,49,1,9.9752457,28.5596716,2.8193293,17.9464893,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Manitoba        ,87.16952,1996,1882.651,9.463391,71.53158,4,0.306,0,312.7715,72,21487.91,4.467854,4.270139,7.540436,2.247431,5.7454729,50,50,1,9.9752457,28.4290875,2.525473,16.9466096,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Saskatchewan    ,87.46276,1996,1808.191,9.142598,71.84254,4,0.306,0,312.7715,72,21487.91,4.471213,4.274477,7.500082,2.212945,5.7454729,51,51,1,9.9752457,28.125615,2.4485628,16.597269,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Alberta         ,87.65825,1996,1737.382,10.58617,72.04984,4,0.306,0,312.7715,72,21487.91,4.473446,4.277358,7.460135,2.359548,5.7454729,52,52,1,9.9752457,27.8268071,2.7837334,17.6025466,0,0,0,1,0,4,1.717,1.362, ,1,99.5055274
Niue            ,74.09781,1997,91.74854,8.476601,61.71697,0,0.381411,1,99.0780029,87.6,1609.624,4.305386,4.122559,4.519052,2.13731,4.5959074,53,53,1,7.3837559,10.2109155,2.284047,9.658615,0,0,0,0,1,5,-0.5305494,0.0594243,33,0,54.519851
Switzerland     ,91.11234,1993,2499.478,9.254093,71.68045,0,0.3188,0,172.2328,69.3,26202.4,4.512093,4.272218,7.823837,2.225066,5.1488471,54,54,5,10.1736063,30.6062127,2.4754594,17.4085537,1,0,0,0,0,1,1.986,1.694,34,1,103.5022649
Switzerland     ,91.33387,1994,2544.547,9.29669,71.88263,0,0.3188,0,172.2328,69.3,26202.4,4.514522,4.275034,7.841708,2.229658,5.1488471,54,54,5,10.1736063,30.7461922,2.4856874,17.484327,0,1,0,0,0,2,1.986,1.694,34,1,103.5022649
Switzerland     ,91.58582,1995,2593.486,9.338259,72.1124,0,0.3188,0,172.2328,69.3,26202.4,4.517276,4.278226,7.860758,2.23412,5.1488471,54,54,5,10.1736063,30.8957582,2.4956461,17.5618767,0,0,1,0,0,3,1.986,1.694,34,1,103.5022649
Switzerland     ,91.91717,1996,2632.135,9.378811,72.41427,0,0.3188,0,172.2328,69.3,26202.4,4.520888,4.282403,7.87555,2.238453,5.1488471,54,54,5,10.1736063,31.0121439,2.5053359,17.6290485,0,0,0,1,0,4,1.986,1.694,34,1,103.5022649
Switzerland     ,92.24893,1997,2646.442,9.41836,72.71622,0,0.3188,0,172.2328,69.3,26202.4,4.524491,4.286564,7.880971,2.242661,5.1488471,54,54,5,10.1736063,31.054852,2.5147642,17.6743463,0,0,0,0,1,5,1.986,1.694,34,1,103.5022649
Chile           ,84.81009,1993,415.4161,6.945362,67.97839,0,0.5369,0,19.71762,49,9566.769,4.440414,4.21919,6.029281,1.938074,2.9815127,55,55,5,9.1660508,18.1761147,1.8780654,11.6851927,1,0,0,0,0,1,1.166,0.615,35,0,84.0164874
Chile           ,85.03548,1994,432.2072,7.024442,68.20757,0,0.5369,0,19.71762,49,9566.769,4.443069,4.222556,6.068905,1.949396,2.9815127,55,55,5,9.1660508,18.4158039,1.9000724,11.8306991,0,1,0,0,0,2,1.166,0.615,35,0,84.0164874
Chile           ,85.26095,1995,470.9557,7.1047,68.43671,0,0.5369,0,19.71762,49,9566.769,4.445716,4.225909,6.154764,1.960757,2.9815127,55,55,5,9.1660508,18.9405599,1.922284,12.0679966,0,0,1,0,0,3,1.166,0.615,35,0,84.0164874
Chile           ,85.4865,1996,543.7119,7.186633,68.66584,0,0.5369,0,19.71762,49,9566.769,4.448359,4.229252,6.298419,1.972223,2.9815127,55,55,5,9.1660508,19.8350409,1.9448318,12.4218868,0,0,0,1,0,4,1.166,0.615,35,0,84.0164874
Chile           ,85.71213,1997,583.5729,7.267634,68.89495,0,0.5369,0,19.71762,49,9566.769,4.450994,4.232583,6.369169,1.983431,2.9815127,55,55,5,9.1660508,20.2831569,1.9669993,12.6328072,0,0,0,0,1,5,1.166,0.615,35,0,84.0164874
China  (g)      ,67.02277,1993,48.62125,6.21514,62.05125,0,0.3889,0,13329.46,24.9,2771.556,4.205032,4.127961,3.884061,1.826988,9.4977319,56,56,5,7.9271642,7.5429649,1.6689426,7.0961328,1,0,0,0,0,1,0.016,-1.296,36,0,62.8399318
China  (g)      ,67.09465,1994,52.02677,6.30076,62.16903,0,0.3889,0,13329.46,24.9,2771.556,4.206104,4.129857,3.951758,1.84067,9.4977319,56,56,5,7.9271642,7.8081956,1.694033,7.2738824,0,1,0,0,0,2,0.016,-1.296,36,0,62.8399318
China  (g)      ,67.16583,1995,59.27438,6.330168,62.28684,0,0.3889,0,13329.46,24.9,2771.556,4.207165,4.13175,4.082177,1.845327,9.4977319,56,56,5,7.9271642,8.3320845,1.7026159,7.5329514,0,0,1,0,0,3,0.016,-1.296,36,0,62.8399318
China  (g)      ,67.23631,1996,66.86801,6.397515,62.4047,0,0.3889,0,13329.46,24.9,2771.556,4.208213,4.133641,4.202721,1.85591,9.4977319,56,56,5,7.9271642,8.8314319,1.722201,7.7998719,0,0,0,1,0,4,0.016,-1.296,36,0,62.8399318
China  (g)      ,67.30609,1997,74.83202,6.530473,62.52259,0,0.3889,0,13329.46,24.9,2771.556,4.209251,4.135528,4.315246,1.876479,9.4977319,56,56,5,7.9271642,9.310674,1.7605867,8.0974685,0,0,0,0,1,5,0.016,-1.296,36,0,62.8399318
Cote d'Ivoire   ,61.70926,1993,61.74765,2.153697,44.62351,0,0.3536,1,44.40993,38.4,1802.619,4.122434,3.798261,4.123056,0.7671859,3.7934631,57,57,5,7.4969959,8.4997954,0.2942871,3.1631504,1,0,0,0,0,1,-0.18,-0.569,37,0,56.2049473
Cote d'Ivoire   ,61.32585,1994,54.67994,2.228334,44.21844,0,0.3536,1,44.40993,38.4,1802.619,4.116201,3.789142,4.001497,0.8012543,3.7934631,57,57,5,7.4969959,8.0059891,0.3210042,3.2062167,0,1,0,0,0,2,-0.18,-0.569,37,0,56.2049473
Cote d'Ivoire   ,60.94315,1995,55.12641,2.295484,43.81414,0,0.3536,1,44.40993,38.4,1802.619,4.109941,3.779957,4.009629,0.8309435,3.7934631,57,57,5,7.4969959,8.0385624,0.3452336,3.3317752,0,0,1,0,0,3,-0.18,-0.569,37,0,56.2049473
Cote d'Ivoire   ,60.56109,1996,55.69135,2.370965,43.41055,0,0.3536,1,44.40993,38.4,1802.619,4.103652,3.770703,4.019825,0.8632969,3.7934631,57,57,5,7.4969959,8.0794965,0.3726408,3.4703025,0,0,0,1,0,4,-0.18,-0.569,37,0,56.2049473
Cote d'Ivoire   ,60.17966,1997,57.6838,2.451793,43.00764,0,0.3536,1,44.40993,38.4,1802.619,4.097334,3.761378,4.054976,0.8968195,3.7934631,57,57,5,7.4969959,8.2214152,0.4021426,3.6365815,0,0,0,0,1,5,-0.18,-0.569,37,0,56.2049473
Cameroon        ,57.86289,1993,49.04083,3.315153,41.0076,0,0.444238,1,301.2809,20.1,1744.228,4.058076,3.713757,3.892653,1.198504,5.7080431,58,58,5,7.4640673,7.5763737,0.7182059,4.6653602,1,0,0,0,0,1,-0.645,-0.703,38,0,55.7123011
Cameroon        ,58.16681,1994,48.17143,3.405118,41.32301,0,0.444238,1,301.2809,20.1,1744.228,4.063315,3.72142,3.874766,1.22528,5.7080431,58,58,5,7.4640673,7.5069058,0.7506555,4.7476733,0,1,0,0,0,2,-0.645,-0.703,38,0,55.7123011
Cameroon        ,58.47063,1995,63.4646,3.497662,41.63839,0,0.444238,1,301.2809,20.1,1744.228,4.068525,3.729023,4.150482,1.252095,5.7080431,58,58,5,7.4640673,8.6132504,0.7838709,5.1967978,0,0,1,0,0,3,-0.645,-0.703,38,0,55.7123011
Cameroon        ,58.7744,1996,61.42575,3.576583,41.95375,0,0.444238,1,301.2809,20.1,1744.228,4.073706,3.736568,4.117829,1.274408,5.7080431,58,58,5,7.4640673,8.4782578,0.8120579,5.2477942,0,0,0,1,0,4,-0.645,-0.703,38,0,55.7123011
Cameroon        ,59.07808,1997,87.21142,3.656379,42.26908,0,0.444238,1,301.2809,20.1,1744.228,4.07886,3.744056,4.468335,1.296473,5.7080431,58,58,5,7.4640673,9.9830088,0.8404211,5.7930757,0,0,0,0,1,5,-0.645,-0.703,38,0,55.7123011
Congo           ,60.70486,1993,118.7311,5.135983,45.83652,0,0.441193,1,7.848245,36.6,2017.197,4.106024,3.825081,4.776862,1.636271,2.0602899,59,59,5,7.6094642,11.4092053,1.3386914,7.8162408,1,0,0,0,0,1,-0.58,-0.773,39,0,57.9039455
Congo           ,60.5276,1994,96.97232,5.211113,45.66508,0,0.441193,1,7.848245,36.6,2017.197,4.103099,3.821334,4.574426,1.650793,2.0602899,59,59,5,7.6094642,10.4626866,1.3625588,7.5514304,0,1,0,0,0,2,-0.58,-0.773,39,0,57.9039455
Congo           ,60.35014,1995,108.2627,5.305444,45.49357,0,0.441193,1,7.848245,36.6,2017.197,4.100163,3.817571,4.684561,1.668733,2.0602899,59,59,5,7.6094642,10.9725559,1.3923349,7.8172815,0,0,1,0,0,3,-0.58,-0.773,39,0,57.9039455
Congo           ,60.17249,1996,101.4269,5.403536,45.32201,0,0.441193,1,7.848245,36.6,2017.197,4.097215,3.813793,4.619338,1.687054,2.0602899,59,59,5,7.6094642,10.6691418,1.4230756,7.7930727,0,0,0,1,0,4,-0.58,-0.773,39,0,57.9039455
Congo           ,59.99465,1997,100.8599,5.477429,45.15038,0,0.441193,1,7.848245,36.6,2017.197,4.094255,3.809999,4.613732,1.700636,2.0602899,59,59,5,7.6094642,10.6432615,1.4460814,7.8462787,0,0,0,0,1,5,-0.58,-0.773,39,0,57.9039455
Colombia        ,82.89871,1993,235.6684,4.950612,62.21415,0,0.5425,1,3511.532,54.5,5470.452,4.41762,4.130582,5.462426,1.599511,8.1638077,60,60,5,8.6071165,14.9190489,1.2792177,8.7372105,1,0,0,0,0,1,-0.057,-0.12,40,0,74.0824549
Colombia        ,83.11852,1994,307.0971,5.035443,62.41753,0,0.5425,1,3511.532,54.5,5470.452,4.420268,4.133846,5.727164,1.616502,8.1638077,60,60,5,8.6071165,16.4002037,1.3065394,9.2579721,0,1,0,0,0,2,-0.057,-0.12,40,0,74.0824549
Colombia        ,83.33913,1995,367.4055,5.121802,62.62085,0,0.5425,1,3511.532,54.5,5470.452,4.422918,4.137098,5.906466,1.633506,8.1638077,60,60,5,8.6071165,17.4431703,1.3341709,9.6482476,0,0,1,0,0,3,-0.057,-0.12,40,0,74.0824549
Colombia        ,83.56051,1996,443.636,5.21308,62.82412,0,0.5425,1,3511.532,54.5,5470.452,4.425571,4.140339,6.095005,1.651171,8.1638077,60,60,5,8.6071165,18.574543,1.3631828,10.0638955,0,0,0,1,0,4,-0.057,-0.12,40,0,74.0824549
Colombia        ,83.78265,1997,508.752,5.304469,63.02733,0,0.5425,1,3511.532,54.5,5470.452,4.428226,4.143569,6.231961,1.66855,8.1638077,60,60,5,8.6071165,19.418669,1.3920296,10.3983385,0,0,0,0,1,5,-0.057,-0.12,40,0,74.0824549
Comoros         ,64.48311,1993,59.13337,2.804025,44.44762,0,0.444238,1,255.0355,68.2,1054.651,4.166403,3.794311,4.079795,1.031056,5.5414028,61,61,5,6.9609652,8.3223636,0.5315382,4.2064971,1,0,0,0,0,1,-0.743666,0.061,41,0,48.4550363
Comoros         ,64.96703,1994,54.55025,2.836253,45.03204,0,0.444238,1,255.0355,68.2,1054.651,4.17388,3.807374,3.999122,1.042484,5.5414028,61,61,5,6.9609652,7.9964884,0.5433864,4.1690207,0,1,0,0,0,2,-0.743666,0.061,41,0,48.4550363
Comoros         ,65.45128,1995,51.19675,2.859925,45.6148,0,0.444238,1,255.0355,68.2,1054.651,4.181306,3.820232,3.935676,1.050795,5.5414028,61,61,5,6.9609652,7.7447728,0.5520851,4.1355887,0,0,1,0,0,3,-0.743666,0.061,41,0,48.4550363
Comoros         ,65.93587,1996,48.66219,2.870303,46.19579,0,0.444238,1,255.0355,68.2,1054.651,4.188683,3.832889,3.884902,1.054418,5.5414028,61,61,5,6.9609652,7.5462318,0.5558987,4.0963106,0,0,0,1,0,4,-0.743666,0.061,41,0,48.4550363
Comoros         ,66.42082,1997,47.4593,2.911605,46.77489,0,0.444238,1,255.0355,68.2,1054.651,4.196011,3.845346,3.859873,1.068704,5.5414028,61,61,5,6.9609652,7.4493098,0.5710641,4.1250617,0,0,0,0,1,5,-0.7436656,0.061,41,0,48.4550363
Cape Verde      ,66.65089,1993,35.0219,2.973373,56.08006,0,0.444238,1,96.09802,63.8,2179.43,4.199468,4.02678,3.555974,1.089697,4.5653687,62,62,5,7.6868187,6.3224755,0.5937198,3.8749342,1,0,0,0,0,1,0.088,0.986,42,0,59.087181
Cape Verde      ,67.07018,1994,68.90653,3.103455,56.51505,0,0.444238,1,96.09802,63.8,2179.43,4.205739,4.034507,4.232751,1.132516,4.5653687,62,62,5,7.6868187,8.9580905,0.6412962,4.7936582,0,1,0,0,0,2,0.088,0.986,42,0,59.087181
Cape Verde      ,67.47937,1995,64.04057,3.212528,56.94722,0,0.444238,1,96.09802,63.8,2179.43,4.211822,4.042125,4.159517,1.167058,4.5653687,62,62,5,7.6868187,8.6507908,0.6810122,4.8543976,0,0,1,0,0,3,0.088,0.986,42,0,59.087181
Cape Verde      ,67.87868,1996,62.98721,3.342477,57.37666,0,0.444238,1,96.09802,63.8,2179.43,4.217722,4.049638,4.142931,1.206712,4.5653687,62,62,5,7.6868187,8.5819386,0.7280769,4.9993246,0,0,0,1,0,4,0.088,0.986,42,0,59.087181
Cape Verde      ,68.2683,1997,61.02405,3.482718,57.80342,0,0.444238,1,96.09802,63.8,2179.43,4.223445,4.057048,4.111268,1.247813,4.5653687,62,62,5,7.6868187,8.4512623,0.7785186,5.1300937,0,0,0,0,1,5,0.088,0.986,42,0,59.087181
Costa Rica      ,82.17812,1993,526.2556,5.728269,66.28331,0,0.453,1,67.25978,77.1,5616.29,4.408889,4.193938,6.265787,1.745413,4.2085624,63,63,5,8.6334266,19.6300434,1.5232333,10.9363861,1,0,0,0,0,1,0.554,1.345,43,0,74.5360546
Costa Rica      ,82.32665,1994,465.2935,5.78927,66.44109,0,0.453,1,67.25978,77.1,5616.29,4.410695,4.196316,6.142668,1.756006,4.2085624,63,63,5,8.6334266,18.8661851,1.5417785,10.7865619,0,1,0,0,0,2,0.554,1.345,43,0,74.5360546
Costa Rica      ,82.47507,1995,449.776,5.85108,66.59875,0,0.453,1,67.25978,77.1,5616.29,4.412496,4.198686,6.108749,1.766626,4.2085624,63,63,5,8.6334266,18.6584072,1.5604837,10.7918748,0,0,1,0,0,3,0.554,1.345,43,0,74.5360546
Costa Rica      ,82.6234,1996,479.4902,5.942155,66.75632,0,0.453,1,67.25978,77.1,5616.29,4.414293,4.201049,6.172723,1.782072,4.2085624,63,63,5,8.6334266,19.0512546,1.5878903,11.0002368,0,0,0,1,0,4,0.554,1.345,43,0,74.5360546
Costa Rica      ,82.77163,1997,488.6172,6.032917,66.91379,0,0.453,1,67.25978,77.1,5616.29,4.416085,4.203405,6.191579,1.797231,4.2085624,63,63,5,8.6334266,19.1678253,1.6150196,11.1276977,0,0,0,0,1,5,0.554,1.345,43,0,74.5360546
Cuba            ,84.24957,1997,109.2828,7.9089,67.30845,0,0.3492,0,102.6497,87.5,1734.647,4.433784,4.209286,4.693939,2.067989,4.6313222,64,64,1,7.4585592,11.0165317,2.1382893,9.7070142,0,0,0,0,1,5,-0.497,-1.461,44,0,55.6301055
Cyprus          ,87.73157,1993,553.915,7.667553,69.20259,0,0.3679,0,80.81602,35,12487.21,4.474282,4.237038,6.317011,2.036998,4.3921752,65,65,5,9.4324602,19.952314,2.0746804,12.8677388,1,0,0,0,0,1,1.041,1.115,45,0,88.9713054
Cyprus          ,87.94352,1994,597.1152,7.741322,69.40331,0,0.3679,0,80.81602,35,12487.21,4.476695,4.239934,6.39211,2.046572,4.3921752,65,65,5,9.4324602,20.4295351,2.0942285,13.0819133,0,1,0,0,0,2,1.041,1.115,45,0,88.9713054
Cyprus          ,88.15569,1995,630.046,7.814016,69.60407,0,0.3679,0,80.81602,35,12487.21,4.479105,4.242823,6.445793,2.055919,4.3921752,65,65,5,9.4324602,20.7741237,2.1134015,13.2520283,0,0,1,0,0,3,1.041,1.115,45,0,88.9713054
Cyprus          ,88.36808,1996,725.2498,7.885618,69.80488,0,0.3679,0,80.81602,35,12487.21,4.481511,4.245704,6.586516,2.065041,4.3921752,65,65,5,9.4324602,21.6910965,2.1321972,13.6014256,0,0,0,1,0,4,1.041,1.115,45,0,88.9713054
Cyprus          ,88.58069,1997,736.7453,7.95611,70.00573,0,0.3679,0,80.81602,35,12487.21,4.483914,4.248577,6.602242,2.07394,4.3921752,65,65,5,9.4324602,21.7947997,2.1506136,13.6926538,0,0,0,0,1,5,1.041,1.115,45,0,88.9713054
Czech Republic  ,86.06212,1993,638.4891,10.16979,66.75576,0,0.2432,0,136.1699982,92.3,8423.629,4.45507,4.201041,6.459105,2.319422,4.9139041,66,66,5,9.038796,20.8600187,2.6898592,14.9813902,1,0,0,0,0,1,0.595,1.201,46,1,81.6998333
Czech Republic  ,86.4615,1994,639.8455,10.18704,67.12556,0,0.2432,0,136.1699982,92.3,8423.629,4.459699,4.206565,6.461227,2.321116,4.9139041,66,66,5,9.038796,20.8737272,2.6937897,14.9972574,0,1,0,0,0,2,0.595,1.201,46,1,81.6998333
Czech Republic  ,86.87113,1995,672.6866,10.20378,67.50381,0,0.2432,0,136.1699982,92.3,8423.629,4.464426,4.212184,6.51128,2.322758,4.9139041,66,66,5,9.038796,21.1983836,2.6976024,15.1241277,0,0,1,0,0,3,0.595,1.201,46,1,81.6998333
Czech Republic  ,87.26422,1996,641.3568,10.22005,67.86586,0,0.2432,0,136.1699982,92.3,8423.629,4.468941,4.217533,6.463586,2.324351,4.9139041,66,66,5,9.038796,20.888972,2.7013038,15.0236426,0,0,0,1,0,4,0.595,1.201,46,1,81.6998333
Czech Republic  ,87.63678,1997,640.1958,10.23584,68.2082,0,0.2432,0,136.1699982,92.3,8423.629,4.473201,4.222565,6.461774,2.325895,4.9139041,66,66,5,9.038796,20.8772616,2.7048938,15.0294078,0,0,0,0,1,5,0.595,1.201,46,1,81.6998333
Germany         ,90.13463,1993,2065.952,9.117691,69.62795,0,0.2899,0,230.7111,77.5,22468.87,4.501305,4.243166,7.633347,2.210217,5.4411663,67,67,5,10.0198861,29.1339932,2.4425296,16.8713533,1,0,0,0,0,1,1.409,1.49,47,1,100.3981169
Germany         ,90.34946,1994,2130.144,9.163729,69.81679,0,0.2899,0,230.7111,77.5,22468.87,4.503685,4.245874,7.663945,2.215253,5.4411663,67,67,5,10.0198861,29.3680265,2.4536729,16.9775772,0,1,0,0,0,2,1.409,1.49,47,1,100.3981169
